STATE,DISTRICT,YEAR,SEASON,CROP,AREA,PRODUCTION_TONNES
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,SWEET POTATO,32.0,235.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,TURMERIC,10.0,105.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,URAD,34.0,15.05
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,BANANA,360.0,5517.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,COCONUT,3540.0,11000000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,TAPIOCA,22.5,220.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,ARHAR/TUR,21400.0,2600.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,BAJRA,1400.0,500.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,CASTOR SEED,1000.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,COTTON(LINT),7300.0,9400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,DRY CHILLIES,3700.0,7100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,GROUNDNUT,650800.0,228400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,HORSE-GRAM,3300.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,JOWAR,10100.0,10200.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,KORRA,2200.0,700.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,MAIZE,2800.0,4900.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,MOONG(GREEN GRAM),1300.0,500.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,OTHER KHARIF PULSES,800.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,RAGI,6700.0,11800.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,RICE,35600.0,75400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,SUGARCANE,700.0,72900.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,SUNFLOWER,35900.0,11100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,TOBACCO,200.0,200.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,DRY CHILLIES,100.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,GRAM,28000.0,14800.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,GROUNDNUT,20200.0,21700.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,HORSE-GRAM,600.0,200.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,JOWAR,18800.0,9400.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,KORRA,100.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,MAIZE,600.0,2400.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,RAGI,600.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,RICE,18000.0,37300.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,SUNFLOWER,30100.0,11100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,WHEAT,300.0,200.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,ARHAR/TUR,27400.0,9100.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,BAJRA,2600.0,1900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,CASTOR SEED,3200.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,COTTON(LINT),14000.0,12900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,DRY CHILLIES,4000.0,10000.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,GROUNDNUT,755200.0,867800.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,HORSE-GRAM,2300.0,900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,JOWAR,3700.0,5800.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,KORRA,4600.0,3400.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,MAIZE,3300.0,6700.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,MOONG(GREEN GRAM),2100.0,1300.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,OTHER KHARIF PULSES,2000.0,300.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,RAGI,7000.0,14900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,RICE,38300.0,96800.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,SUNFLOWER,21300.0,12200.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,DRY CHILLIES,200.0,200.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,GRAM,26200.0,25900.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,GROUNDNUT,25900.0,35800.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,HORSE-GRAM,700.0,500.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,JOWAR,14800.0,22100.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,MAIZE,300.0,1600.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,RAGI,700.0,1200.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,RICE,26600.0,63900.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,SUNFLOWER,13500.0,3300.0
ANDHRA PRADESH,ANANTAPUR,1998,Rabi,WHEAT,400.0,200.0
ANDHRA PRADESH,ANANTAPUR,1998,Whole Year,SUGARCANE,700.0,65900.0
ANDHRA PRADESH,ANANTAPUR,1998,Whole Year,TOBACCO,100.0,100.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,BAJRA,1635.0,889.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,CASTOR SEED,1880.0,355.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,COTTON(LINT),9453.0,10510.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,GROUNDNUT,694865.0,249457.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,HORSE-GRAM,1762.0,495.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,JOWAR,11131.0,14582.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,MAIZE,3358.0,9540.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,MASOOR,23117.0,3861.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,MOONG(GREEN GRAM),1546.0,1098.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,RAGI,6215.0,11467.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,RICE,37991.0,105082.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,SESAMUM,8.0,2.0
ANDHRA PRADESH,ANANTAPUR,1999,Kharif,URAD,4.0,2.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,BAJRA,99.0,54.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,GRAM,26835.0,9365.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,GROUNDNUT,21785.0,25358.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,HORSE-GRAM,1071.0,327.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,JOWAR,21487.0,30576.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,LINSEED,12.0,1.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,MAIZE,455.0,2203.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,MASOOR,98.0,10.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,MOONG(GREEN GRAM),1.0,1.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,RAGI,734.0,1180.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,RICE,20258.0,45669.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,SAFFLOWER,881.0,145.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,SESAMUM,10.0,2.0
ANDHRA PRADESH,ANANTAPUR,1999,Rabi,WHEAT,439.0,294.0
ANDHRA PRADESH,ANANTAPUR,1999,Whole Year,DRY CHILLIES,5199.0,5759.0
ANDHRA PRADESH,ANANTAPUR,1999,Whole Year,ONION,1770.0,32364.0
ANDHRA PRADESH,ANANTAPUR,1999,Whole Year,SUGARCANE,884.0,83126.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,ARHAR/TUR,30693.0,7888.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,BAJRA,2477.0,1449.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,CASTOR SEED,9315.0,2831.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,COTTON(LINT),12025.0,16128.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,DRY CHILLIES,3755.0,10146.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,GRAM,21.0,14.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,GROUNDNUT,791559.0,884963.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,HORSE-GRAM,601.0,215.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,JOWAR,5071.0,14351.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,KORRA,1626.0,1143.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,MAIZE,3475.0,9049.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,MOONG(GREEN GRAM),1744.0,774.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,ONION,1103.0,15470.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,OTHER KHARIF PULSES,3167.0,559.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,OTHER MISC. PULSES,1292.0,214.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,RAGI,6613.0,16923.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,RICE,39905.0,117680.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,SAMAI,21.0,5.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,SESAMUM,5.0,1.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,SMALL MILLETS,1647.0,1148.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,SUNFLOWER,30606.0,24590.0
ANDHRA PRADESH,ANANTAPUR,2000,Kharif,URAD,135.0,8.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,ARHAR/TUR,35.0,9.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,BAJRA,317.0,185.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,DRY CHILLIES,71.0,81.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,GRAM,33858.0,22685.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,GROUNDNUT,23048.0,23832.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,HORSE-GRAM,377.0,80.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,JOWAR,15242.0,16980.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,KORRA,96.0,67.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,LINSEED,8.0,2.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,MAIZE,399.0,2148.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,ONION,482.0,11514.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,RAGI,909.0,1312.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,RICE,22099.0,57236.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,SAFFLOWER,703.0,129.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,SMALL MILLETS,96.0,67.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,URAD,363.0,292.0
ANDHRA PRADESH,ANANTAPUR,2000,Rabi,WHEAT,520.0,297.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,ARECANUT,252.0,696.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,BANANA,769.0,11693.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,COCONUT,908.0,3896970.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,CORIANDER,8953.0,2266.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,POTATO,4.0,34.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,SUGARCANE,284.0,25395.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,SWEET POTATO,28.0,379.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,TOBACCO,89.0,114.0
ANDHRA PRADESH,ANANTAPUR,2000,Whole Year,TURMERIC,39.0,272.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,ARHAR/TUR,27942.0,7628.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,BAJRA,1595.0,526.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,CASTOR SEED,3191.0,900.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,COTTON(LINT),8552.0,9055.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,DRY CHILLIES,3765.0,7127.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,GRAM,16.0,17.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,GROUNDNUT,758700.0,333828.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,HORSE-GRAM,649.0,60.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,JOWAR,3900.0,6720.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,KORRA,1434.0,627.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,MAIZE,2667.0,7129.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,MOONG(GREEN GRAM),1511.0,730.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,ONION,1165.0,19232.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,OTHER KHARIF PULSES,2496.0,324.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,RAGI,5124.0,12405.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,RICE,32878.0,95609.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,SMALL MILLETS,1434.0,627.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,SUNFLOWER,51610.0,33580.0
ANDHRA PRADESH,ANANTAPUR,2001,Kharif,URAD,487.0,176.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,ARHAR/TUR,5.0,1.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,BAJRA,27.0,9.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,DRY CHILLIES,108.0,168.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,GRAM,47894.0,50145.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,GROUNDNUT,18773.0,29192.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,HORSE-GRAM,417.0,226.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,JOWAR,15170.0,17446.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,LINSEED,5.0,1.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,MAIZE,447.0,2893.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,MOONG(GREEN GRAM),40.0,12.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,ONION,380.0,8465.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,OTHER  RABI PULSES,1.0,1.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,RAGI,544.0,725.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,RICE,38119.0,108906.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,SAFFLOWER,3768.0,528.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,SESAMUM,2.0,1.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,URAD,127.0,86.0
ANDHRA PRADESH,ANANTAPUR,2001,Rabi,WHEAT,307.0,213.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,ARECANUT,257.0,430.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,BANANA,1582.0,462.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,COCONUT,851.0,3053700.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,CORIANDER,4741.0,1119.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,SUGARCANE,490.0,42470.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,SWEET POTATO,31.0,411.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,TOBACCO,111.0,111.0
ANDHRA PRADESH,ANANTAPUR,2001,Whole Year,TURMERIC,8.0,40.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,ARHAR/TUR,33454.0,6557.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,BAJRA,1925.0,581.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,CASTOR SEED,2050.0,416.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,COTTON(LINT),7638.0,7144.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,DRY CHILLIES,2737.0,6128.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,GROUNDNUT,732262.0,259953.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,HORSE-GRAM,947.0,140.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,JOWAR,2906.0,4545.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,KORRA,1000.0,100.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,MAIZE,3541.0,3431.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,MOONG(GREEN GRAM),1150.0,174.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,ONION,776.0,8432.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,OTHER KHARIF PULSES,490.0,47.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,RAGI,5157.0,12140.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,RICE,29066.0,66329.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,SMALL MILLETS,919.0,180.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,SOYABEAN,51.0,0.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,SUNFLOWER,60319.0,22149.0
ANDHRA PRADESH,ANANTAPUR,2002,Kharif,URAD,32.0,2.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,BAJRA,129.0,39.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,DRY CHILLIES,83.0,161.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,GRAM,54264.0,20186.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,GROUNDNUT,17529.0,18651.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,HORSE-GRAM,1859.0,688.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,JOWAR,12676.0,11497.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,LINSEED,8.0,2.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,MAIZE,1288.0,8933.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,MOONG(GREEN GRAM),4.0,1.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,ONION,401.0,7192.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,RAGI,417.0,517.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,RICE,10960.0,20462.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,SAFFLOWER,2594.0,340.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,SMALL MILLETS,10.0,2.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,URAD,408.0,236.0
ANDHRA PRADESH,ANANTAPUR,2002,Rabi,WHEAT,362.0,333.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,ARECANUT,263.0,379.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,BANANA,19.0,1006.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,BEANS & MUTTER(VEGETABLE),1.0,5.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,BHINDI,126.0,938.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,BRINJAL,1026.0,10162.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,CITRUS FRUIT,788.0,4000.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,COCONUT,869.0,3691149.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,CORIANDER,3914.0,481.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,CUCUMBER,18.0,0.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,GRAPES,111.0,2075.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,MANGO,3968.0,26176.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,ORANGE,13767.0,112541.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,OTHER FIBRES,132.0,0.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,OTHER FRESH FRUITS,2418.0,1552.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,OTHER VEGETABLES,1767.0,0.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,PAPAYA,1544.0,201409.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,POME FRUIT,1207.0,62789.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,POTATO,2.0,17.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,SUGARCANE,329.0,22481.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,SWEET POTATO,50.0,540.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,TOBACCO,51.0,90.0
ANDHRA PRADESH,ANANTAPUR,2002,Whole Year,TOMATO,3356.0,16627.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,ARHAR/TUR,41178.0,6959.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,BAJRA,2280.0,378.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,CASTOR SEED,1927.0,805.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,COTTON(LINT),4212.0,4262.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,DRY CHILLIES,2920.0,10702.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,GROUNDNUT,670935.0,187862.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,HORSE-GRAM,492.0,54.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,JOWAR,12487.0,30830.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,KORRA,1245.0,229.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,MAIZE,6246.0,10718.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,MOONG(GREEN GRAM),1216.0,662.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,ONION,846.0,13250.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,OTHER KHARIF PULSES,340.0,15.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,RAGI,3353.0,3547.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,RICE,17515.0,44891.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,SAMAI,245.0,83.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,SMALL MILLETS,1420.0,299.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,SOYABEAN,16.0,18.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,SUNFLOWER,74525.0,29572.0
ANDHRA PRADESH,ANANTAPUR,2003,Kharif,URAD,82.0,51.0
ANDHRA PRADESH,ANANTAPUR,2003,Rabi,BAJRA,113.0,19.0
ANDHRA PRADESH,ANANTAPUR,2003,Rabi,DRY CHILLIES,91.0,190.0
ANDHRA PRADESH,ANANTAPUR,2003,Rabi,GRAM,51461.0,15438.0
ANDHRA PRADESH,ANANTAPUR,2003,Rabi,GROUNDNUT,15060.0,19819.0
ANDHRA PRADESH,ANANTAPUR,2003,Rabi,HORSE-GRAM,1560.0,844.0
